"","X","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKm2000","landCoverCode","cumSum","cumPerc","perc","IUCNCat"
"1",2642,"2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",189.228217177585,4,189.228217177585,0.254464851612638,0.254464851612638,"II"
"2",2652,"2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",169.607778582573,4,358.835995760158,0.482545097006802,0.228080245394163,"II"
"3",2719,"2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",92.6213886130876,4,451.457384373246,0.607097810450522,0.12455271344372,"II"
"4",2663,"2_0000e4f5edfbaeb81658","Parque Nacional","II - UICN","Sierra de Neiba",183,"PARQUE NACIONAL",68.5010905308169,4,519.958474904063,0.699214726718193,0.0921169162676708,"II"
"5",2653,"2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",65.080512076455,4,585.038986980518,0.786731816375429,0.087517089657236,"II"
"6",2655,"2_0000c5755af7c8e60712","Parque Nacional","II - UICN","Manolo Tavarez Justo",351.727,"PARQUE NACIONAL",46.219471800357,4,631.258458780874,0.848885501532515,0.0621536851570863,"II"
"7",2665,"2_0000b2b9f5eb60eb3439","Parque Nacional","II - UICN","Nalga de Maco",165.849,"PARQUE NACIONAL",38.6994438159981,4,669.957902596873,0.90092662084871,0.0520411193161951,"II"
"8",2654,"2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",31.4258650489284,4,701.383767645801,0.94318658717799,0.0422599663292797,"V"
"9",2647,"2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",21.2075652472451,4,722.591332893046,0.971705483694576,0.0285188965165858,"Ia"
"10",2648,"2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",7.36541268865907,4,729.956745581705,0.981610130447795,0.00990464675321946,"III"
"11",2656,"2_000021295758d2f5ec63","Reserva Natural","V - UICN","Alto Mao",210.115,"RESERVA FORESTAL",5.32306163248902,4,735.279807214194,0.988768323388783,0.00715819294098754,"V"
"12",2651,"2_0000d5b368408a3dd11d","Parque Nacional","II - UICN","Baiguate",52.427,"PARQUE NACIONAL",4.19502885914957,4,739.474836073344,0.994409593026452,0.00564126963766945,"II"
"13",2646,"2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",2.88527750048872,4,742.360113573832,0.998289573094827,0.0038799800683749,"Ia"
"14",2645,"2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",0.714922291118987,4,743.075035864951,0.999250965626224,0.000961392531397321,"VI"
"15",2712,"2_00006e10ac563b6026cb","Monumento Natural","III - UICN","Loma Isabel de Torres",16.605,"MONUMENTO NATURAL",0.144010319064262,4,743.219046184016,0.999444623659989,0.000193658033764517,"III"
"16",2692,"2_0000d7645f798cd8f682","Parque Nacional","II - UICN","La Hispaniola",54.826,"PARQUE NACIONAL",0.124241091939669,4,743.343287275955,0.999611697003997,0.000167073344008469,"II"
"17",2693,"2_00001bccad1eac18ffb2","Área de Manejo de Hábitat/Especies","IV - UICN","Bahia de Luperón",18.685,"REFUGIO DE VIDA SILVESTRE",0.105898694096838,4,743.449185970052,0.999754104388484,0.00014240738448661,"IV"
"18",2718,"2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",0.0913054656786965,4,743.540491435731,0.999876887513125,0.000122783124641226,"Ib"
"19",2670,"2_0000c2339b4d30fe257c","Reserva Natural","V - UICN","Cerro Chacuey",51.893,"RESERVA FORESTAL",0.0668417859729004,4,743.607333221704,0.999966773077777,8.98855646521021e-05,"V"
"20",2639,"2_000075ad545de44a830a","Monumento Natural","III - UICN","Saltos de Jima",18.564,"MONUMENTO NATURAL",0.0151785130596924,4,743.622511734764,0.999987184399783,2.04113220060113e-05,"III"
"21",2638,"2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",0.00682425968383789,4,743.629335994447,0.999996361330443,9.17693065925909e-06,"II"
"22",2582,"2_00004c9de295cee01390","Parque Nacional","II - UICN","Luis Quin",197.294,"PARQUE NACIONAL",0.0016138013671875,4,743.630949795815,0.999998531491593,2.17016115016426e-06,"II"
"23",2640,"2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",0.000847382934570312,4,743.631797178749,0.999999671010719,1.13951912627362e-06,"II"
"24",2709,"2_0000c010c0482b7d1e56","Paisaje Protegido","VI - UICN","Carretera Santiago - La Cumbre - Puerto Plata",20.98,"VIA PANORAMICA",0.00021508125903799,4,743.632012260008,0.999999960241477,2.89230757875811e-07,"VI"
