"","X","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKm2000","landCoverCode","cumSum","cumPerc","perc","IUCNCat"
"1",3588,"2_0000fb2ff63f33523634","Parque Nacional","II - UICN","Los Haitises",631.681,"PARQUE NACIONAL",177.909479707826,6,177.909479707826,0.158505749352712,0.158505749352712,"II"
"2",3606,"2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",122.197711776894,6,300.10719148472,0.267375945062308,0.108870195709596,"II"
"3",3618,"2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",116.104883415768,6,416.212074900488,0.370817827864442,0.103441882802134,"II"
"4",3685,"2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",101.667672911048,6,517.879747811536,0.461397097199483,0.0905792693350407,"II"
"5",3695,"2_0000aaf22e4a1778d2fe","Parque Nacional","II - UICN","Sierra Martín García",261.503,"PARQUE NACIONAL",54.8823832497437,6,572.76213106128,0.510293723155276,0.0488966259557934,"II"
"6",3548,"2_00004c9de295cee01390","Parque Nacional","II - UICN","Luis Quin",197.294,"PARQUE NACIONAL",53.6226194514838,6,626.384750512764,0.558067981684789,0.0477742585295127,"II"
"7",3608,"2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",52.9343225517311,6,679.319073064495,0.605229012543401,0.0471610308586116,"II"
"8",3571,"2_00005eaa06b3665d60ce","Área de Protección Estricta","Ia - UICN","Loma Quita Espuela",75.737,"RESERVA CIENTIFICA",38.3541407929792,6,717.673213857474,0.639400051867188,0.034171039323787,"Ia"
"9",3621,"2_0000c5755af7c8e60712","Parque Nacional","II - UICN","Manolo Tavarez Justo",351.727,"PARQUE NACIONAL",35.5963080125441,6,753.269521870018,0.671114041953519,0.0317139900863308,"II"
"10",3619,"2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",34.2369744663623,6,787.50649633638,0.701616954458645,0.0305029125051267,"II"
"11",3609,"2_0000e928b935296be8a7","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó",587.51,"PARQUE NACIONAL",29.3160639226286,6,816.822560259009,0.727735656439897,0.0261187019812518,"II"
"12",3610,"2_0000d524ac8d6f750e9b","RESERVAS NATURALES","V - UICN","Hatillo",319.18,"RESERVA FORESTAL",27.3556384671545,6,844.178198726163,0.752107747131068,0.0243720906911712,"V"
"13",3622,"2_000021295758d2f5ec63","Reserva Natural","V - UICN","Alto Mao",210.115,"RESERVA FORESTAL",22.4479749367141,6,866.626173662877,0.772107429523699,0.0199996823926311,"V"
"14",3612,"2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",22.3540987972987,6,888.980272460176,0.792023474395447,0.019916044871748,"Ia"
"15",3569,"2_0000d41ac81dfc55fa2f","Monumento Natural","III - UICN","Lagunas Cabarete y Goleta",71.801,"MONUMENTO NATURAL",22.0219354363524,6,911.002207896528,0.811643583364731,0.0196201089692836,"III"
"16",3620,"2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",21.5163387082008,6,932.518546604729,0.830813238606661,0.0191696552419299,"V"
"17",3631,"2_0000b2b9f5eb60eb3439","Parque Nacional","II - UICN","Nalga de Maco",165.849,"PARQUE NACIONAL",18.7308526999685,6,951.249399304698,0.847501207387748,0.0166879687810879,"II"
"18",3570,"2_0000f2a2d824a008b435","Área de Protección Estricta","Ia - UICN","La Salcedoa",41.216,"RESERVA CIENTIFICA",16.784961723857,6,968.034361028555,0.862455514152435,0.0149543067646862,"Ia"
"19",3690,"2_0000329a90bc16ab6b31","Área de Manejo de Hábitat/Especies","III - UICN","Monumento Natural Miguel Domingo Fuerte",33.529,"REFUGIO DE VIDA SILVESTRE",16.4638779463264,6,984.498238974881,0.877123756201255,0.0146682420488202,"III"
"20",3684,"2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",14.3127128922165,6,998.810951867098,0.889875450411011,0.0127516942097561,"Ib"
"21",3574,"2_0000b4cd58c00b7bc103","Área de Protección Estricta","Ia - UICN","Loma Guaconejo",23.371,"RESERVA CIENTIFICA",13.7702729731918,6,1012.58122484029,0.902143866011977,0.0122684156009656,"Ia"
"22",3592,"2_000035a6e2a628dfb43f","Parque Nacional","II - UICN","Saltos de la Jalda",36.434,"PARQUE NACIONAL",9.73277435453591,6,1022.31399919483,0.910815133528919,0.0086712675169423,"II"
"23",3627,"2_0000d1fda9eb311324b3","Parque Nacional","II - UICN","Anacaona",538.931,"PARQUE NACIONAL",9.39205200504432,6,1031.70605119987,0.919182839642523,0.00836770611360351,"II"
"24",3628,"2_0000c7e25551cf31d5f4","RESERVAS NATURALES","V - UICN","Cabeza de Toro",375.619,"RESERVA FORESTAL",9.38251534887,6,1041.08856654874,0.927542049217124,0.00835920957460113,"V"
"25",3549,"2_00004e3d4ddc6137c059","Área de Protección Estricta","Ia - UICN","Loma Barbacoa",13.708,"RESERVA CIENTIFICA",8.88683632263168,6,1049.97540287137,0.935459641090288,0.00791759187316467,"Ia"
"26",3613,"2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",5.83775814465809,6,1055.81316101603,0.940660703061683,0.00520106197139436,"Ia"
"27",3589,"2_0000450ec88e41eeb580","Monumento Natural","III - UICN","Salto de Socoa",68.303,"MONUMENTO NATURAL",4.83568457607923,6,1060.64884559211,0.94496898280385,0.00430827974216753,"III"
"28",3577,"2_0000d194531576124c3f","Paisaje Protegido","VI - UICN","Autovia Santo Domingo - Samana - Boulevar del Atlantico",103.411,"VIA PANORAMICA",4.65125865739873,6,1065.30010424951,0.949112951074316,0.00414396827046561,"VI"
"29",3680,"2_00001076cc0dbf02a873","Monumento Natural","III - UICN","Las Caobas",105.472,"MONUMENTO NATURAL",4.41214947923325,6,1069.71225372874,0.953043888653418,0.00393093757910238,"III"
"30",3611,"2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",4.23105708716194,6,1073.9433108159,0.956813484715731,0.00376959606231262,"VI"
"31",3614,"2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",3.73894453499776,6,1077.6822553509,0.960144640572526,0.00333115585679485,"III"
"32",3604,"2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",3.5393963804915,6,1081.22165173139,0.963298012031244,0.00315337145871831,"II"
"33",3615,"2_0000193c3762839caaeb","Paisaje Protegido","VI - UICN","Guagui",41.474,"AREA NACIONAL DE RECREO",3.46167577136067,6,1084.68332750275,0.966382139493461,0.00308412746221704,"VI"
"34",3625,"2_00004722907bd72f7ed9","Reserva Natural","V - UICN","Villarpando",79.551,"RESERVA FORESTAL",3.24370121630181,6,1087.92702871905,0.969272065835838,0.00288992634237695,"V"
